,jd,mag,mag_unc,filter,limmag,programid,forced
872,2458882.0335069,99.0,99.0,r,20.7192,1,1
873,2458882.0740278,99.0,99.0,i,20.1562,1,1
874,2458883.8089468,99.0,99.0,i,19.7378,1,1
875,2458883.8670486,99.0,99.0,i,20.0324,1,1
876,2458883.9329282,99.0,99.0,g,20.2173,1,1
877,2458883.9707176,99.0,99.0,g,20.2911,1,1
878,2458884.0310648,99.0,99.0,r,20.1159,1,1
879,2458884.045162,99.0,99.0,r,20.1663,1,1
880,2458884.8713657,99.0,99.0,i,19.989,1,1
881,2458884.9052083,99.0,99.0,i,20.1338,1,1
882,2458884.930081,99.0,99.0,g,19.9527,1,1
883,2458884.9529745,99.0,99.0,g,20.042,1,1
884,2458884.971875,99.0,99.0,g,20.3314,1,1
885,2458885.0041898,99.0,99.0,r,19.8149,1,1
886,2458885.0320833,99.0,99.0,r,20.1667,1,1
887,2458885.0329861,99.0,99.0,r,20.1456,1,1
888,2458885.8631597,99.0,99.0,i,19.7819,1,1
889,2458885.9041782,99.0,99.0,i,19.7448,1,1
890,2458885.9332292,99.0,99.0,g,19.5323,1,1
891,2458885.9494676,99.0,99.0,g,19.7519,1,1
892,2458886.0117361,99.0,99.0,r,20.1984,1,1
893,2458886.0325231,99.0,99.0,r,20.552,1,1
894,2458886.8679398,99.0,99.0,i,20.3034,1,1
895,2458886.9066319,99.0,99.0,i,20.3722,1,1
896,2458886.955463,99.0,99.0,g,19.7388,1,1
897,2458886.9705556,99.0,99.0,g,19.9401,1,1
898,2458887.0137384,99.0,99.0,r,20.1518,1,1
899,2458887.0311574,99.0,99.0,r,20.1837,1,1
900,2458887.7765856,99.0,99.0,i,19.9276,1,1
901,2458887.9308796,99.0,99.0,g,19.5913,1,1
902,2458887.949537,99.0,99.0,g,19.6112,1,1
903,2458887.9504514,99.0,99.0,g,19.667,1,1
904,2458887.98875,99.0,99.0,r,19.9813,1,1
905,2458888.7992593,99.0,99.0,g,18.8062,1,1
906,2458888.8717824,99.0,99.0,i,19.786,1,1
907,2458888.9033912,99.0,99.0,i,19.6084,1,1
908,2458888.9524537,99.0,99.0,r,19.2896,1,1
909,2458888.9663773,99.0,99.0,r,19.4092,1,1
910,2458889.0332407,99.0,99.0,g,18.8623,1,1
911,2458890.850787,99.0,99.0,i,19.7648,1,1
912,2458890.8589352,99.0,99.0,i,19.8858,1,1
913,2458890.9542593,99.0,99.0,r,19.2215,1,1
914,2458890.9678125,99.0,99.0,r,19.1533,1,1
915,2458890.9687269,99.0,99.0,r,19.07,1,1
916,2458891.0039352,99.0,99.0,g,18.8261,1,1
917,2458891.0048264,99.0,99.0,g,18.9193,1,1
918,2458891.0359838,99.0,99.0,g,19.1591,1,1
919,2458891.8844444,99.0,99.0,i,19.8952,1,1
920,2458891.9053009,99.0,99.0,i,19.9297,1,1
921,2458891.9342824,99.0,99.0,g,19.6677,1,1
922,2458891.9490162,99.0,99.0,g,19.7637,1,1
923,2458891.9874306,99.0,99.0,r,20.1461,1,1
924,2458892.0094097,99.0,99.0,r,20.0612,1,1
925,2458892.8261343,99.0,99.0,r,19.9468,1,1
926,2458892.8410764,99.0,99.0,g,19.7266,1,1
927,2458892.8921528,99.0,99.0,g,19.9405,1,1
928,2458892.9319213,99.0,99.0,i,20.4968,1,1
929,2458892.9868634,99.0,99.0,i,20.3656,1,1
930,2458893.0064931,99.0,99.0,r,20.1737,1,1
931,2458893.8846065,99.0,99.0,i,20.5656,1,1
932,2458893.9116898,99.0,99.0,i,20.5771,1,1
933,2458893.9518171,99.0,99.0,g,20.3128,1,1
934,2458893.9527199,99.0,99.0,g,20.3201,1,1
935,2458893.9936806,99.0,99.0,g,20.272,1,1
936,2458894.010081,99.0,99.0,r,20.4494,1,1
937,2458894.0109838,99.0,99.0,r,20.4154,1,1
938,2458894.0398032,99.0,99.0,r,20.408,1,1
939,2458894.8402778,99.0,99.0,g,20.4273,1,1
940,2458894.8620602,99.0,99.0,g,20.4241,1,1
941,2458894.8840162,99.0,99.0,i,20.6538,1,1
942,2458894.9121759,99.0,99.0,i,20.7048,1,1
943,2458894.9828588,99.0,99.0,r,20.4149,1,1
944,2458895.005625,99.0,99.0,r,20.3907,1,1
945,2458895.8202778,99.0,99.0,i,20.6786,1,1
946,2458895.8481597,99.0,99.0,i,20.7603,1,1
947,2458895.8881829,99.0,99.0,g,20.7264,1,1
948,2458895.9090278,99.0,99.0,g,20.4389,1,1
949,2458895.9312269,99.0,99.0,r,20.5175,1,1
950,2458895.9544907,99.0,99.0,r,20.632,1,1
951,2458896.8470255,99.0,99.0,i,20.6736,1,1
952,2458896.8864931,99.0,99.0,i,20.5181,1,1
953,2458898.9095255,99.0,99.0,g,21.0459,1,1
954,2458898.9296296,99.0,99.0,g,21.0453,1,1
955,2458898.9305324,99.0,99.0,g,21.0238,1,1
956,2458898.9506944,99.0,99.0,g,21.0611,1,1
957,2458898.9676042,99.0,99.0,r,20.8158,1,1
958,2458898.9891435,99.0,99.0,r,20.8525,1,1
959,2458898.9900463,99.0,99.0,r,20.8406,1,1
960,2458899.0068287,99.0,99.0,r,20.7937,1,1
961,2458899.8916782,99.0,99.0,g,20.743,1,1
962,2458899.9098032,99.0,99.0,g,20.8551,1,1
963,2458899.9301389,99.0,99.0,g,20.8339,1,1
964,2458899.931956,99.0,99.0,g,20.8127,1,1
965,2458899.9493287,99.0,99.0,r,20.6729,1,1
966,2458899.9502315,99.0,99.0,r,20.5888,1,1
967,2458899.9746875,99.0,99.0,r,20.6903,1,1
968,2458899.9910995,99.0,99.0,r,20.5595,1,1
969,2458900.841794,99.0,99.0,g,20.4816,1,1
970,2458900.866331,99.0,99.0,g,20.7778,1,1
971,2458900.8841204,99.0,99.0,g,20.6446,1,1
972,2458900.8850694,99.0,99.0,g,20.7583,1,1
973,2458900.9110764,99.0,99.0,r,19.73,1,1
974,2458900.9303588,99.0,99.0,r,20.1203,1,1
975,2458900.9312616,99.0,99.0,r,20.0581,1,1
976,2458901.888044,99.0,99.0,r,20.676,1,1
977,2458901.889213,99.0,99.0,r,20.5707,1,1
978,2458901.908912,99.0,99.0,r,20.5016,1,1
979,2458901.9285069,99.0,99.0,r,20.573,1,1
980,2458901.9494907,99.0,99.0,r,20.3949,1,1
981,2458901.9697917,99.0,99.0,r,20.3533,1,1
982,2458903.8503009,99.0,99.0,g,20.7594,1,1
983,2458903.866088,99.0,99.0,g,20.9101,1,1
984,2458903.8670023,99.0,99.0,g,20.9022,1,1
985,2458903.8826157,99.0,99.0,r,20.6766,1,1
986,2458903.9073727,99.0,99.0,r,20.7808,1,1
987,2458903.9282523,99.0,99.0,r,20.7922,1,1
988,2458903.9291667,99.0,99.0,r,20.7977,1,1
989,2458903.9500463,99.0,99.0,r,20.6778,1,1
990,2458903.9666898,99.0,99.0,r,20.7982,1,1
991,2458903.9911111,99.0,99.0,r,20.7394,1,1
992,2458904.8861227,99.0,99.0,i,20.5251,1,1
993,2458904.9134606,99.0,99.0,i,20.4605,1,1
994,2458904.9319676,99.0,99.0,g,20.3877,1,1
995,2458904.9558102,99.0,99.0,g,20.4994,1,1
996,2458904.9567245,99.0,99.0,g,20.5908,1,1
997,2458904.9621991,99.0,99.0,r,20.2676,1,1
998,2458904.9853241,99.0,99.0,r,20.5577,1,1
999,2458904.9918171,99.0,99.0,r,20.4542,1,1
1000,2458905.7797685,99.0,99.0,g,19.9535,1,1
1001,2458906.0199769,99.0,99.0,g,19.8103,1,1
1002,2458906.7965394,99.0,99.0,g,20.2122,1,1
1003,2458906.8213079,99.0,99.0,g,20.4649,1,1
1004,2458906.8463079,99.0,99.0,g,20.5818,1,1
1005,2458906.906088,99.0,99.0,i,20.8464,1,1
1006,2458906.9234491,99.0,99.0,i,20.6465,1,1
1007,2458906.9672917,99.0,99.0,r,20.297,1,1
1008,2458906.9681944,99.0,99.0,r,20.2397,1,1
1009,2458906.9937616,99.0,99.0,r,19.6126,1,1
1010,2458908.8209375,99.0,99.0,g,20.5426,1,1
1011,2458908.8464005,99.0,99.0,g,20.6895,1,1
1012,2458908.8482176,99.0,99.0,g,20.7549,1,1
1013,2458908.8900579,99.0,99.0,i,20.6916,1,1
1014,2458908.9029514,99.0,99.0,i,20.658,1,1
1015,2458908.9681597,99.0,99.0,r,20.7426,1,1
1016,2458908.9690625,99.0,99.0,r,20.7727,1,1
1017,2458908.9986343,99.0,99.0,r,20.507,1,1
1018,2458909.7409954,99.0,99.0,g,19.5259,1,1
1019,2458909.7641204,99.0,99.0,g,19.5549,1,1
1020,2458909.8684375,99.0,99.0,i,19.6666,1,1
1021,2458911.7639005,99.0,99.0,i,19.8136,1,1
1022,2458911.8446875,99.0,99.0,i,20.0502,1,1
1023,2458911.8722569,99.0,99.0,g,20.0924,1,1
1024,2458911.9092593,99.0,99.0,g,20.4895,1,1
1025,2458911.910162,99.0,99.0,g,20.39,1,1
1026,2458911.9408218,99.0,99.0,r,20.259,1,1
1027,2458911.9674537,99.0,99.0,r,20.3174,1,1
1028,2458911.9683565,99.0,99.0,r,20.1425,1,1
1029,2458912.8462963,99.0,99.0,i,20.4037,1,1
1030,2458912.8920602,99.0,99.0,i,20.4981,1,1
1031,2458912.9556134,99.0,99.0,r,20.6433,1,1
1032,2458912.9664005,99.0,99.0,r,20.5491,1,1
1033,2458912.9789236,99.0,99.0,r,20.536,1,1
1034,2458913.0107523,99.0,99.0,g,20.6498,1,1
1035,2458913.0195486,99.0,99.0,g,20.6974,1,1
1036,2458913.0482986,99.0,99.0,g,20.3783,1,1
1037,2458913.783912,99.0,99.0,g,19.8508,1,1
1038,2458913.7982986,99.0,99.0,g,20.0308,1,1
1039,2458913.8703588,99.0,99.0,i,20.448,1,1
1040,2458913.9131597,99.0,99.0,i,19.882,1,1
1041,2458913.9353009,99.0,99.0,r,20.076,1,1
1042,2458913.9528009,99.0,99.0,r,20.3114,1,1
1043,2458913.9694676,99.0,99.0,r,20.2357,1,1
1044,2458914.0090278,99.0,99.0,g,20.3094,1,1
1045,2458914.7879861,99.0,99.0,i,20.1693,1,1
1046,2458914.8240162,99.0,99.0,i,19.5634,1,1
1047,2458914.8878704,99.0,99.0,r,20.0604,1,1
1048,2458914.9127546,99.0,99.0,r,19.8104,1,1
1049,2458914.913669,99.0,99.0,r,19.7173,1,1
1050,2458914.9325694,99.0,99.0,g,19.8227,1,1
1051,2458914.9516782,99.0,99.0,g,20.1316,1,1
1052,2458914.9713079,99.0,99.0,g,19.6542,1,1
1053,2458915.7870255,99.0,99.0,i,20.0187,1,1
1054,2458915.8207292,99.0,99.0,i,19.13,1,1
1055,2458915.8922569,99.0,99.0,r,20.0168,1,1
1056,2458915.9115856,99.0,99.0,r,19.6321,1,1
1057,2458915.9125,99.0,99.0,r,19.6335,1,1
1058,2458915.9545949,99.0,99.0,g,19.6857,1,1
1059,2458915.9554977,99.0,99.0,g,19.6501,1,1
1060,2458915.9625347,99.0,99.0,g,19.8023,1,1
1061,2458917.766956,99.0,99.0,g,17.6105,1,1
1062,2458917.8204745,99.0,99.0,i,18.1578,1,1
1063,2458936.7805093,99.0,99.0,g,20.7732,1,1
1064,2458936.7991551,99.0,99.0,g,20.7826,1,1
1065,2458936.8029051,99.0,99.0,g,20.8342,1,1
1066,2458936.8296528,99.0,99.0,i,20.642,1,1
1067,2458936.9047801,99.0,99.0,r,20.5997,1,1
1068,2458936.924838,99.0,99.0,r,20.6512,1,1
1069,2458936.9271644,99.0,99.0,r,20.6683,1,1
1070,2458939.7440741,99.0,99.0,i,19.6379,1,1
1071,2458939.7648958,99.0,99.0,i,19.5597,1,1
1072,2458939.8028472,99.0,99.0,g,19.9286,1,1
1073,2458939.8310185,99.0,99.0,g,19.5428,1,1
1074,2458939.8456134,99.0,99.0,g,20.012,1,1
1075,2458939.8937847,99.0,99.0,r,19.6243,1,1
1076,2458939.8992361,99.0,99.0,r,18.736,1,1
1077,2458939.9001852,99.0,99.0,r,18.2725,1,1
1078,2458940.7597454,99.0,99.0,i,19.631,1,1
1079,2458940.823044,99.0,99.0,i,18.7812,1,1
1080,2458940.8860532,99.0,99.0,g,20.1377,1,1
1081,2458940.8907292,99.0,99.0,g,20.3672,1,1
1082,2458940.9078356,99.0,99.0,r,18.3926,1,1
1083,2458940.9092245,99.0,99.0,r,17.9737,1,1
1084,2458941.8054861,99.0,99.0,i,20.4335,1,1
1085,2458941.8439583,99.0,99.0,i,20.3941,1,1
1086,2458941.884537,99.0,99.0,r,20.1568,1,1
1087,2458941.8927662,99.0,99.0,r,20.3687,1,1
1088,2458941.9107523,99.0,99.0,r,20.242,1,1
1089,2458941.9487731,99.0,99.0,g,20.5637,1,1
1090,2458941.9496759,99.0,99.0,g,20.5626,1,1
1091,2458941.9641782,99.0,99.0,g,20.433,1,1
1092,2458943.9166319,99.0,99.0,g,19.97,1,1
1093,2458944.7557176,99.0,99.0,i,20.0374,1,1
1094,2458944.7771528,99.0,99.0,i,20.0387,1,1
1095,2458944.8679051,99.0,99.0,r,19.6826,1,1
1096,2458944.8866204,99.0,99.0,r,19.6294,1,1
1097,2458944.8890162,99.0,99.0,r,19.532,1,1
1098,2458944.9228356,99.0,99.0,g,19.3574,1,1
1099,2458944.9491319,99.0,99.0,g,19.4742,1,1
1100,2458944.9500347,99.0,99.0,g,19.4637,1,1
1101,2458954.7684491,99.0,99.0,r,20.643,1,1
1102,2458954.8078472,99.0,99.0,g,20.7768,1,1
1103,2458954.80875,99.0,99.0,g,20.7644,1,1
1104,2458954.8379398,99.0,99.0,i,20.1344,1,1
1105,2458954.8592824,99.0,99.0,i,20.1103,1,1
1106,2458954.8859259,99.0,99.0,g,20.4634,1,1
1107,2458954.9528125,99.0,99.0,r,20.0145,1,1
1108,2458954.9718634,99.0,99.0,r,19.9863,1,1
1109,2458955.7594444,99.0,99.0,r,20.7029,1,1
1110,2458955.7603935,99.0,99.0,r,20.6442,1,1
1111,2458955.8110417,99.0,99.0,g,20.7767,1,1
1112,2458955.8119444,99.0,99.0,g,20.7344,1,1
1113,2458955.8251042,99.0,99.0,g,20.8042,1,1
1114,2458955.844456,99.0,99.0,i,19.9944,1,1
1115,2458955.8596991,99.0,99.0,i,19.9274,1,1
1116,2458956.7868866,99.0,99.0,r,20.5886,1,1
1117,2458962.7361806,99.0,99.0,g,20.7239,1,1
1118,2458962.7861458,99.0,99.0,r,20.68,1,1
1119,2458963.818831,99.0,99.0,g,20.8664,1,1
1120,2458964.8159259,99.0,99.0,i,20.1712,1,1
1121,2458965.7681597,99.0,99.0,g,20.9206,1,1
1122,2458965.7964352,99.0,99.0,r,20.8492,1,1
1123,2458968.7539583,99.0,99.0,g,20.7857,1,1
1124,2458968.7544213,99.0,99.0,g,20.7722,1,1
1125,2458968.7548958,99.0,99.0,g,20.7988,1,1
1126,2458968.8037731,99.0,99.0,g,20.7694,1,1
1127,2458968.8235301,99.0,99.0,i,20.2007,1,1
1128,2458968.8675,99.0,99.0,r,20.8777,1,1
1129,2458969.7403009,99.0,99.0,g,20.6232,1,1
1130,2458969.8199306,99.0,99.0,r,18.4518,1,1
1131,2458970.694294,99.0,99.0,r,20.343,1,1
1132,2458970.7895255,99.0,99.0,g,20.4685,1,1
1133,2458971.7205671,99.0,99.0,r,20.2874,1,1
1134,2458971.7281597,99.0,99.0,r,20.3323,1,1
1135,2458971.7828472,99.0,99.0,g,20.0642,1,1
1136,2458971.7837847,99.0,99.0,g,20.1399,1,1
1137,2458972.6944329,99.0,99.0,r,20.0889,1,1
1138,2458972.7504167,99.0,99.0,g,20.0783,1,1
1139,2458972.7676852,99.0,99.0,g,19.9745,1,1
1140,2458972.8240509,99.0,99.0,i,19.7808,1,1
1141,2458973.7413194,99.0,99.0,g,19.8567,1,1
1142,2458973.7872222,99.0,99.0,r,19.9787,1,1
1143,2458973.7960764,99.0,99.0,r,20.0462,1,1
1144,2458974.7004398,99.0,99.0,g,19.7365,1,1
1145,2458974.7014005,99.0,99.0,g,19.7554,1,1
1146,2458974.7375579,99.0,99.0,r,19.8373,1,1
1147,2458974.7385301,99.0,99.0,r,19.9282,1,1
1148,2458975.673125,99.0,99.0,r,19.8516,1,1
1149,2458975.7566551,99.0,99.0,g,19.4314,1,1
1150,2458975.7840625,99.0,99.0,g,19.566,1,1
1151,2458975.785463,99.0,99.0,g,19.5088,1,1
1152,2458975.7864005,99.0,99.0,g,19.496,1,1
1153,2458976.6969792,99.0,99.0,g,19.5082,1,1
1154,2458976.739294,99.0,99.0,r,19.7925,1,1
1155,2458976.7843519,99.0,99.0,r,19.6927,1,1
1156,2458976.8849884,99.0,99.0,i,19.4396,1,1
1157,2458977.6779861,99.0,99.0,g,18.4093,1,1
1158,2458977.6789352,99.0,99.0,g,18.6145,1,1
1159,2458977.716875,99.0,99.0,r,18.0814,1,1
1160,2458977.7178009,99.0,99.0,r,17.3843,1,1
1161,2458978.7001505,99.0,99.0,g,20.3713,1,1
1162,2458978.7429745,99.0,99.0,r,20.2823,1,1
1163,2458979.7364005,99.0,99.0,g,20.5564,1,1
1164,2458980.7046412,99.0,99.0,g,21.1018,1,1
1165,2458980.7055671,99.0,99.0,g,21.1012,1,1
1166,2458980.7619097,99.0,99.0,r,21.0439,1,1
1167,2458980.7628472,99.0,99.0,r,21.05,1,1
1168,2458980.8422222,99.0,99.0,i,19.6342,1,1
1169,2458981.704213,99.0,99.0,g,20.8764,1,1
1170,2458981.7584144,99.0,99.0,r,20.6781,1,1
1171,2458985.6978356,99.0,99.0,g,20.9193,1,1
1172,2458985.6987616,99.0,99.0,g,20.9083,1,1
1173,2458986.7256829,99.0,99.0,g,20.8794,1,1
1174,2458986.759375,99.0,99.0,r,20.8215,1,1
1175,2458987.7354282,99.0,99.0,g,21.0333,1,1
1176,2458987.7654977,99.0,99.0,i,20.286,1,1
1177,2458987.8015741,99.0,99.0,r,20.9379,1,1
1178,2458991.6875694,99.0,99.0,g,20.9205,1,1
1179,2458991.7456366,99.0,99.0,r,20.8381,1,1
1180,2458991.7466319,99.0,99.0,r,20.7389,1,1
1181,2458992.7022106,99.0,99.0,g,20.9769,1,1
1182,2458992.7586574,99.0,99.0,r,20.8781,1,1
1183,2458993.7543981,99.0,99.0,g,20.8605,1,1
1184,2458993.7800116,99.0,99.0,r,20.709,1,1
1185,2458994.699919,99.0,99.0,r,20.7606,1,1
1186,2458994.7008565,99.0,99.0,r,20.8183,1,1
1187,2458994.7468981,99.0,99.0,g,20.9296,1,1
1188,2458994.7478472,99.0,99.0,g,20.9036,1,1
1189,2458995.7329167,99.0,99.0,r,20.7997,1,1
1190,2458995.8060995,99.0,99.0,g,20.7432,1,1
1191,2458996.7009375,99.0,99.0,g,20.8306,1,1
1192,2458996.7576505,99.0,99.0,r,20.8054,1,1
1193,2458997.707419,99.0,99.0,g,20.7443,1,1
1194,2458997.7597454,99.0,99.0,r,20.7512,1,1
1195,2458997.7606944,99.0,99.0,r,20.7341,1,1
1196,2458998.6998032,99.0,99.0,g,20.6331,1,1
1197,2458998.734213,99.0,99.0,r,20.6684,1,1
1198,2458999.7373727,99.0,99.0,g,19.9173,1,1
1199,2458999.7823958,99.0,99.0,r,20.1431,1,1
1200,2459000.7419097,99.0,99.0,g,20.0705,1,1
1201,2459000.7670486,99.0,99.0,g,20.1749,1,1
1202,2459000.7679977,99.0,99.0,g,20.2106,1,1
1203,2459001.6759722,99.0,99.0,g,19.999,1,1
1204,2459001.7071528,99.0,99.0,i,19.3472,1,1
1205,2459004.6973843,99.0,99.0,g,19.7778,1,1
1206,2459004.6983218,99.0,99.0,g,19.7263,1,1
1207,2459004.7381944,99.0,99.0,r,19.9472,1,1
1208,2459004.7391319,99.0,99.0,r,19.9156,1,1
1209,2459005.6806713,99.0,99.0,g,19.5995,1,1
1210,2459009.704294,99.0,99.0,r,20.2262,1,1
1211,2459011.7150463,99.0,99.0,i,20.0767,1,1
1212,2459012.7030787,99.0,99.0,g,20.9408,1,1
1213,2459015.6872801,99.0,99.0,i,20.1429,1,1
1214,2459016.7295023,99.0,99.0,r,20.443,1,1
1215,2459019.7190972,99.0,99.0,r,20.8332,1,1
1216,2459019.765162,99.0,99.0,g,20.8013,1,1
1217,2459020.824838,99.0,99.0,i,19.9822,1,1
1218,2459022.7259491,99.0,99.0,r,20.8534,1,1
1219,2459024.8070949,99.0,99.0,i,18.8906,1,1
1220,2459025.6735764,99.0,99.0,r,20.2842,1,1
1221,2459025.7258681,99.0,99.0,g,20.7494,1,1
1222,2459028.72125,99.0,99.0,r,20.15,1,1
1223,2459028.7748958,99.0,99.0,i,19.6403,1,1
1224,2459031.6775463,99.0,99.0,g,19.8459,1,1
1225,2459031.7191667,99.0,99.0,r,19.9608,1,1
1226,2459033.7565278,99.0,99.0,i,19.7422,1,1
1227,2459035.7078935,99.0,99.0,g,19.3369,1,1
1228,2459035.8004051,99.0,99.0,r,19.2445,1,1
1229,2459037.7793981,99.0,99.0,i,19.7113,1,1
1230,2459038.7040625,99.0,99.0,r,20.4306,1,1
1231,2459038.7585417,99.0,99.0,g,19.7967,1,1
1232,2459041.6780903,99.0,99.0,i,20.0468,1,1
1233,2459041.6959954,99.0,99.0,g,20.6049,1,1
1234,2459041.7455903,99.0,99.0,r,20.393,1,1
1235,2459044.7249769,99.0,99.0,r,20.3839,1,1
1236,2459045.6832407,99.0,99.0,i,20.0649,1,1
1237,2459049.74625,99.0,99.0,i,20.076,1,1
1238,2459053.7576389,99.0,99.0,i,19.942,1,1
1239,2459055.6971875,99.0,99.0,r,20.004,1,1
1240,2459056.6673032,99.0,99.0,i,19.6221,1,1
1241,2459056.7470949,99.0,99.0,g,19.8669,1,1
1242,2459056.7495949,99.0,99.0,i,19.4971,1,1
1243,2459057.6676273,99.0,99.0,i,19.6493,1,1
1244,2459057.6861921,99.0,99.0,r,20.2489,1,1
1245,2459057.6984838,99.0,99.0,g,20.0796,1,1
1246,2459057.7493056,99.0,99.0,i,19.3434,1,1
1247,2459059.6971991,99.0,99.0,i,19.9166,1,1
1248,2459060.6961458,99.0,99.0,r,20.0883,1,1
1249,2459060.7212731,99.0,99.0,g,19.7388,1,1
1250,2459062.7014699,99.0,99.0,g,19.5867,1,1
1251,2459062.7430787,99.0,99.0,r,19.4792,1,1
1252,2459063.6966551,99.0,99.0,i,19.4568,1,1
1253,2459065.6634838,99.0,99.0,r,19.4168,1,1
1254,2459065.7289931,99.0,99.0,g,18.7741,1,1
1255,2459073.6564583,99.0,99.0,i,19.5882,1,1
1256,2459077.6970486,99.0,99.0,i,19.5017,1,1
1257,2459078.6511806,99.0,99.0,r,19.8757,1,1
1258,2459078.6561458,99.0,99.0,r,20.1832,1,1
1259,2459078.6610995,99.0,99.0,r,20.2045,1,1
1260,2459078.6660532,99.0,99.0,r,20.1652,1,1
1261,2459081.6561806,99.0,99.0,i,19.4714,1,1
1262,2459082.6472685,99.0,99.0,r,19.4983,1,1
1263,2459082.6521644,99.0,99.0,r,19.7496,1,1
1264,2459082.6570486,99.0,99.0,r,19.7408,1,1
1265,2459082.6619329,99.0,99.0,r,19.617,1,1
1266,2459085.654375,99.0,99.0,i,19.1864,1,1
1267,2459086.6423611,99.0,99.0,r,19.4365,1,1
1268,2459086.6472106,99.0,99.0,r,19.701,1,1
1269,2459086.6520602,99.0,99.0,r,19.689,1,1
1270,2459086.6568981,99.0,99.0,r,19.8942,1,1
1271,2459088.6389005,99.0,99.0,r,18.8957,1,1
1272,2459088.6437384,99.0,99.0,r,19.2896,1,1
1273,2459088.6527315,99.0,99.0,r,19.415,1,1
1274,2459088.6575463,99.0,99.0,r,19.3364,1,1
1275,2459089.6647454,99.0,99.0,i,19.2383,1,1
1276,2459090.64375,99.0,99.0,r,19.3954,1,1
1277,2459090.6487847,99.0,99.0,r,19.5458,1,1
1278,2459090.6537847,99.0,99.0,r,19.5165,1,1
1279,2459092.637338,99.0,99.0,r,19.496,1,1
1280,2459092.6424074,99.0,99.0,r,19.5971,1,1
1281,2459092.6474769,99.0,99.0,r,19.5933,1,1
1282,2459092.6525347,99.0,99.0,r,19.4877,1,1
1283,2459094.6315741,99.0,99.0,r,19.2131,1,1
1284,2459094.6408912,99.0,99.0,r,19.3745,1,1
1285,2459094.645625,99.0,99.0,r,19.4495,1,1
1286,2459094.6503356,99.0,99.0,r,19.344,1,1
1287,2459096.6300694,99.0,99.0,r,19.412,1,1
1288,2459096.6347917,99.0,99.0,r,19.6442,1,1
1289,2459096.6395139,99.0,99.0,r,19.6939,1,1
1290,2459096.6442245,99.0,99.0,r,19.7798,1,1
1291,2459096.6489236,99.0,99.0,r,19.8133,1,1
1292,2459098.6290509,99.0,99.0,r,19.3488,1,1
1293,2459098.6337616,99.0,99.0,r,19.6586,1,1
1294,2459098.6384838,99.0,99.0,r,19.7827,1,1
1295,2459098.6431944,99.0,99.0,r,19.7351,1,1
1296,2459098.6479167,99.0,99.0,r,19.6864,1,1
1297,2459163.9865162,99.0,99.0,g,19.8298,1,1
1298,2459164.0247917,99.0,99.0,r,19.9818,1,1
1299,2459164.9849074,99.0,99.0,i,19.1496,1,1
1300,2459165.9886458,99.0,99.0,r,20.236,1,1
